"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"variant_YDR146C_1836_guide_chrIV_+_748902",8962.35049434641,0.0221080359988967,0.0420203779872585,0,1,1
"neutral_YPR175W_1347_guide_chrXVI_+_890317",5758.61460856468,-0.0166494226311565,0.0478647924764122,0,1,1
"variant_YNR026C_39_guide_chrXIV_+_674647",103459.947501104,-0.210538011108523,0.0306960026682413,0,1,1
"variant_YOR232W_141_guide_chrXV_-_774720",4233.43773692351,-0.0950011076355457,0.0515695661709876,0,1,1
"variant_YOR035C_1638_guide_chrXV_+_398466",1132.66647170402,-0.395457594205475,0.112919147192456,0,1,1
"variant_YLR086W_963_guide_chrXII_+_303209",12279.5348169599,-0.00555604756462909,0.0412100701999212,0,1,1
"neutral_YIL109C_120_guide_chrIX_-_160043",35396.7929164799,0.139895054496014,0.0305530304166191,0,1,1
"neutral_YDR267C_582_guide_chrIV_+_1002912",22535.5129967199,0.191866775830431,0.0312440441502336,0,1,1
"control_YNR032W_171_guide_chrXIV_+_686181",31476.2101586951,-0.87682991515979,0.0957178871608869,-3.10109138390054,0.00192808776943453,0.0632274306932522
"variant_YOR025W_171_guide_chrXV_+_378391",127735.884443021,-0.110538275969278,0.0236832003016613,0,1,1
"neutral_YNL245C_354_guide_chrXIV_+_186524",3038.24399361584,0.159342363505577,0.063547141276439,0,1,1
"variant_YNL172W_120_guide_chrXIV_+_310757",1539.52623169523,-0.155924930443309,0.094872579893109,0,1,1
"variant_YFL054C_1656_guide_chrVI_-_21129",8628.14378080808,0.0221903549242874,0.0423244223945572,0,1,1
"variant_YPR010C_33_guide_chrXVI_+_581164",6612.90272169118,0.167910491325626,0.047250089020695,0,1,1
"neutral_YCR012W_486_guide_chrIII_-_138238",8829.81126031924,0.273066469511113,0.0421961228942704,0,1,1
"neutral_YDR050C_630_guide_chrIV_+_555835",40653.5658252536,0.0436959300859453,0.0299910129439165,0,1,1
"variant_YOR063W_795_guide_chrXV_+_445482",40832.8266640253,0.168962297099372,0.028768561722756,0,1,1
"variant_YLR359W_570_guide_chrXII_+_844856",5106.96552014924,-0.0290798303428054,0.051891927715858,0,1,1
"variant_YNL306W_204_guide_chrXIV_+_58362",1423.5661941537,0.19328091063752,0.102858924251262,0,1,1
"variant_YNL267W_2736_guide_chrXIV_+_143617",36391.0312832569,-0.14636237162283,0.0289104439853554,0,1,1
"variant_YDL033C_105_guide_chrIV_-_393809",45596.4359868401,-0.167385234623847,0.029124750893858,0,1,1
"neutral_YPL085W_2766_guide_chrXVI_-_389831",954.905735350279,-0.465351669872453,0.102509984276706,0,1,1
"variant_YNL163C_393_guide_chrXIV_-_329683",50408.9135811379,0.26650349462229,0.0348039904042857,0,1,1
"neutral_YNL272C_69_guide_chrXIV_-_129014",2743.28644685826,-0.00109230628116444,0.0664150415168357,0,1,1
"neutral_YBR196C_858_guide_chrII_-_613044",36461.7579129236,0.18514908572938,0.0312622264800206,0,1,1
"variant_YML102W_264_guide_chrXIII_+_68555",21116.5817681083,0.0404804395489682,0.0326313643775118,0,1,1
"variant_YBR154C_531_guide_chrII_+_548478",3241.80540474385,0.00211616190258543,0.0771452475846396,0,1,1
"variant_YMR108W_204_guide_chrXIII_-_484294",8818.38721398839,0.0894278582128513,0.0404140599349617,0,1,1
"variant_YLR175W_660_guide_chrXII_-_506800",17955.1832180911,-0.000414928318460682,0.0393716470941224,0,1,1
"variant_YHR059W_51_guide_chrVIII_+_220156",3869.17616330608,-0.0174908553001688,0.0598339290090723,0,1,1
"variant_YPL106C_1038_guide_chrXVI_+_351229",7768.58443613367,0.0952863511414714,0.0462128585941257,0,1,1
"variant_YHR188C_3_guide_chrVIII_+_483826",56453.9433719836,0.135275238690201,0.0274150784068094,0,1,1
"variant_YKL195W_48_guide_chrXI_-_75868",12041.1173101026,0.105531122926071,0.043852355862137,0,1,1
"neutral_YIL011W_663_guide_chrIX_+_334393",79915.6436490685,-0.0714326162419668,0.030219617746612,0,1,1
"variant_YLR359W_297_guide_chrXII_+_844576",34702.2793829764,-0.0848347839070718,0.0305756333592481,0,1,1
"variant_YMR005W_447_guide_chrXIII_-_276498",5095.0688038583,-0.0144959698246082,0.0553850704729866,0,1,1
"neutral_YDR047W_831_guide_chrIV_+_552691",45751.6783341902,-0.103820630179709,0.0267509745521291,0,1,1
"variant_YNL262W_1926_guide_chrXIV_-_150141",241.556192563398,0.559435586083682,0.19602314988708,0,1,1
"variant_YGR013W_1386_guide_chrVII_+_515944",7364.36258919726,0.0511091419171411,0.0501828488123175,0,1,1
"neutral_YHR024C_1410_guide_chrVIII_+_157775",9821.17798009333,-0.0513162296041829,0.0402974006027174,0,1,1
"variant_YCL017C_987_guide_chrIII_-_93284",1183.36424388888,0.976597841716697,0.103491051558233,3.83219453030235,0.000127005248455717,0.00620444158196635
"neutral_YOL078W_267_guide_chrXV_-_181956",16162.6695241692,-0.0119288782382634,0.0330985202463479,0,1,1
"variant_YLR196W_618_guide_chrXII_-_544588",1595.99275092401,0.47351554524915,0.0834181715727172,0,1,1
"variant_YJR072C_39_guide_chrX_+_572078",30033.961004143,-0.254466041047931,0.0288337919508446,0,1,1
"variant_YMR239C_897_guide_chrXIII_-_748779",2004.95151000911,-0.377805817083037,0.0728493012077423,0,1,1
"variant_YKL108W_774_guide_chrXI_-_235199",439.668581655508,0.155277518219931,0.151177628063335,0,1,1
"variant_YMR049C_120_guide_chrXIII_-_370399",64884.4059625582,0.19590094798395,0.0311001820801953,0,1,1
"variant_YNL206C_957_guide_chrXIV_+_257190",24383.0492512778,-0.156281911801599,0.031380475272414,0,1,1
"variant_YNL287W_147_guide_chrXIV_+_92144",12863.5941418387,-0.026353118955315,0.036205884800843,0,1,1
"variant_YPR033C_975_guide_chrXVI_-_638040",1518.97836177063,-0.0963276471465037,0.0813270104380678,0,1,1
"variant_YIL075C_2082_guide_chrIX_+_218611",11190.4135593168,0.0771471113651383,0.043495154246233,0,1,1
"variant_YHR070W_1206_guide_chrVIII_-_236086",60007.3183901823,-0.150049129397514,0.0311927432848573,0,1,1
"variant_YEL013W_102_guide_chrV_+_128927",330.419720276869,-0.185086623768849,0.184786020047505,0,1,1
"control_YOR236W_0_guide_chrXV_+_780903",5252.80226874856,-8.98889046559445,0.392881892199421,-21.4031000984037,1.25013203702417e-101,5.93612696460555e-99
"variant_YDR398W_114_guide_chrIV_-_1267591",3826.84158888276,0.267339860277901,0.0638627669930676,0,1,1
"neutral_YFL022C_327_guide_chrVI_-_94683",5201.67144370702,0.19767030608972,0.0475812428114282,0,1,1
"neutral_YNR053C_720_guide_chrXIV_+_722385",1165.73747131717,0.0357396564360252,0.088533869865488,0,1,1
"variant_YLR259C_63_guide_chrXII_+_664932",5854.71406101199,0.0764622933494522,0.0550912615070565,0,1,1
"neutral_YPL231W_864_guide_chrXVI_-_109522",34264.3276549396,0.0953681350708058,0.029209140985445,0,1,1
"variant_YFL045C_543_guide_chrVI_+_43848",5021.44423804748,0.0513853011588432,0.0528678051542582,0,1,1
"variant_YOL130W_234_guide_chrXV_+_74637",6336.49762706268,0.255784209618299,0.0489269620340368,0,1,1
"variant_YGL167C_2394_guide_chrVII_+_188071",3917.03593912585,-0.141893141753231,0.0619474080397236,0,1,1
"variant_YPL211W_306_guide_chrXVI_-_153800",4388.13087214938,-0.11911350017017,0.0519635555059244,0,1,1
"variant_YNL241C_150_guide_chrXIV_-_197793",6144.94166330154,0.0655048750573987,0.0435741610354438,0,1,1
"variant_YNR011C_1650_guide_chrXIV_-_645300",9629.74675964482,-0.0523971945744863,0.0430298789398282,0,1,1
"variant_YBR252W_429_guide_chrII_+_723041",23810.2604193758,-0.291083754978821,0.0429725076550179,0,1,1
"variant_YDR208W_510_guide_chrIV_+_868737",1535.35042738125,0.00545266769223041,0.0837451980545759,0,1,1
"neutral_YPL152W_780_guide_chrXVI_+_265806",13119.1868471167,0.117545366920941,0.036578829052022,0,1,1
"variant_YNL317W_1293_guide_chrXIV_-_41911",4150.32694615034,-0.105254742660446,0.0502993109239295,0,1,1
"neutral_YEL013W_1623_guide_chrV_-_130447",20246.9340076835,-0.0317336491921506,0.0366564675331081,0,1,1
"variant_YLR190W_555_guide_chrXII_+_535770",13272.7542946801,0.0426233654306385,0.0343041215135218,0,1,1
"neutral_YDR060W_2835_guide_chrIV_-_573491",1620.09534629378,-0.1276227488086,0.0814037643961837,0,1,1
"variant_YDL164C_114_guide_chrIV_+_167133",3874.49354293104,-0.237685639781175,0.0534784709034258,0,1,1
"neutral_YOR329C_2436_guide_chrXV_+_936911",44648.2222517849,0.0917799692930507,0.0297710007689474,0,1,1
"neutral_YNL112W_1608_guide_chrXIV_+_416248",14842.1182481039,0.197381944837113,0.0366731302221145,0,1,1
"neutral_YJR017C_480_guide_chrX_-_466554",56572.9689425252,0.220088352158263,0.0362499717031198,0,1,1
"variant_YPR144C_1155_guide_chrXVI_+_820267",46928.9526259916,-0.0348481831619074,0.0323194370468969,0,1,1
"neutral_YKL141W_90_guide_chrXI_+_179756",9121.29035194834,0.243799891746347,0.0381990533454373,0,1,1
"variant_YOR204W_1638_guide_chrXV_+_724550",4101.41688797476,0.599788444604714,0.0690973571983984,0.286384970526377,0.774583284646349,1
"variant_YEL058W_807_guide_chrV_+_44062",16032.1386394835,-0.0233994039001345,0.0432224077901491,0,1,1
"neutral_YAL038W_1209_guide_chrI_-_73001",7993.09862667036,0.161057452563905,0.0452866913714851,0,1,1
"neutral_YLR378C_381_guide_chrXII_+_876789",45944.4866223778,0.122697408851122,0.028700155442551,0,1,1
"neutral_YNL002C_834_guide_chrXIV_-_626306",1705.71641715805,-0.0926975518920447,0.0731605159158326,0,1,1
"neutral_YBR082C_288_guide_chrII_+_406783",1323.22932911859,0.00855111280734039,0.104342987549465,0,1,1
"neutral_YKR007W_126_guide_chrXI_+_451556",3083.94067291706,0.0570259776925883,0.0625261835668338,0,1,1
"variant_YDR388W_1194_guide_chrIV_+_1251377",41426.2633191515,0.411472069150033,0.0322244851684273,0,1,1
"variant_YCR012W_1170_guide_chrIII_+_138917",20696.2904135257,0.134036228127431,0.031227000320811,0,1,1
"variant_YOR221C_39_guide_chrXV_+_757512",2171.9292695955,-0.30265404221378,0.0803916396796378,0,1,1
"neutral_YDL140C_492_guide_chrIV_-_210064",119.047134844819,-0.912198615824664,0.309570981415271,-1.07309352545237,0.283229155677512,1
"variant_YPL028W_1155_guide_chrXVI_+_499252",26733.4165021846,-0.103759449129875,0.0302307843387877,0,1,1
"variant_YOR204W_1695_guide_chrXV_+_724605",39331.5648436592,-0.0105892735886538,0.0373812741044544,0,1,1
"variant_YIL091C_153_guide_chrIX_+_193040",37881.7549929958,0.173307682153426,0.0314285849766689,0,1,1
"variant_YDL020C_252_guide_chrIV_+_416453",2739.02090544687,-0.0479153117211452,0.0775314350159033,0,1,1
"variant_YDL033C_51_guide_chrIV_+_393861",13959.7452651417,-0.315502840230533,0.0345532026346016,0,1,1
"random_new_33",49085.7362850874,0.0106585625421255,0.025902020248401,0,1,1
"neutral_YJL026W_675_guide_chrX_+_393083",97968.0182050862,-0.209444791104111,0.0333156922132664,0,1,1
"neutral_YGR119C_591_guide_chrVII_+_729080",14040.1656842395,0.182590264712326,0.0362197552539934,0,1,1
"neutral_YMR043W_513_guide_chrXIII_-_354384",14469.6628236793,-0.0697924367589041,0.0395675143901213,0,1,1
"variant_YDL126C_1818_guide_chrIV_-_236848",31829.1005828021,0.298886046218009,0.0351631424169933,0,1,1
"variant_YGL097W_579_guide_chrVII_+_322365",4935.27178623211,0.00293578811327208,0.067542669422723,0,1,1
"variant_YBR038W_2100_guide_chrII_+_314001",816.18464338465,-0.272426272435635,0.10395740252933,0,1,1
"neutral_YNL106C_612_guide_chrXIV_-_423886",16857.9903411171,-0.176596735224397,0.0341139389141351,0,1,1
"variant_YPL218W_474_guide_chrXVI_+_139315",5065.53204075204,0.0483898596396509,0.0550074282045551,0,1,1
"variant_YLR055C_294_guide_chrXII_-_252784",135347.302630776,0.129005908872563,0.0262225036581673,0,1,1
"variant_YKR086W_2064_guide_chrXI_-_601921",70413.2250248525,-0.251593196349134,0.0283020613938611,0,1,1
"variant_YER131W_225_guide_chrV_-_424183",6890.80902209155,0.111714926884568,0.0493345756238787,0,1,1
"random_new_7",13429.3314055465,0.00694655132483232,0.0352726002648171,0,1,1
"neutral_YOL130W_381_guide_chrXV_-_74787",14456.0593687405,0.0751788427436633,0.0333718312026437,0,1,1
"random_new_6",31662.2126560454,0.132314305135246,0.0281081155946626,0,1,1
"variant_YLR075W_243_guide_chrXII_-_283170",8734.45173967222,0.130601585513011,0.0411289227322523,0,1,1
"variant_YPL160W_2670_guide_chrXVI_-_249663",7972.79382637495,-0.162352977611427,0.0403040615307342,0,1,1
"variant_YDR303C_84_guide_chrIV_-_1071297",31975.4446010929,0.0438326340567933,0.0408402024864743,0,1,1
"random_new_35",35608.7514786441,-0.00311825653436946,0.0285472861726251,0,1,1
"neutral_YIL075C_1890_guide_chrIX_-_218809",94137.5709932798,-0.164388787916381,0.0260648032529554,0,1,1
"variant_YCR033W_2211_guide_chrIII_-_188706",44471.0805954949,-0.254937830761284,0.0266905069593492,0,1,1
"neutral_YMR275C_846_guide_chrXIII_-_817737",4956.01566322264,0.0503001873187426,0.0667726853267895,0,1,1
"variant_YFR029W_666_guide_chrVI_-_211610",16807.8044048153,0.266352787234627,0.0330887412490961,0,1,1
"variant_YDR464W_480_guide_chrIV_-_1389358",49645.5339463869,0.137582535629445,0.0266568909001607,0,1,1
"variant_YKL182W_2040_guide_chrXI_-_102714",1661.57374409773,0.264526666493553,0.0815782872699275,0,1,1
"neutral_YIL003W_72_guide_chrIX_-_349192",25450.1800697943,-0.247912404444081,0.0310321994199673,0,1,1
"variant_YAL038W_789_guide_chrI_+_72573",13612.184289312,0.214700290054623,0.037074623367707,0,1,1
"variant_YOR025W_126_guide_chrXV_-_378349",101176.742796593,0.114333232825813,0.0245800515296344,0,1,1
"variant_YFL023W_102_guide_chrVI_-_91092",4050.19969140208,-0.0239195989692295,0.0620146923499292,0,1,1
"variant_YOR204W_513_guide_chrXV_-_723430",65952.5996426234,0.0362615684176653,0.0308207158540759,0,1,1
"variant_YER083C_264_guide_chrV_+_326759",20768.7598223579,0.0874101873303337,0.0358396884358897,0,1,1
"variant_YGR211W_1290_guide_chrVII_+_916535",20887.0413397903,-0.175838357680668,0.03147904769513,0,1,1
"variant_YER149C_108_guide_chrV_+_467360",21039.9526251567,-0.0169401259934256,0.030384454949665,0,1,1
"variant_YLR355C_66_guide_chrXII_+_839186",58253.6996281332,0.168482302258784,0.0267163295339552,0,1,1
"variant_YDR081C_123_guide_chrIV_+_609956",345.229474771831,-0.0930982122450146,0.198648257491796,0,1,1
"neutral_YOR176W_72_guide_chrXV_+_662470",3844.34050960592,0.0110446785017849,0.0548019677038151,0,1,1
"variant_YEL058W_222_guide_chrV_+_43471",4593.1500277711,0.409171274301007,0.0517674961947381,0,1,1
"variant_YPL252C_318_guide_chrXVI_+_73559",16635.0533238592,0.112292525554557,0.0912693071615486,0,1,1
"variant_YDR023W_1005_guide_chrIV_+_490514",466.7013597646,-0.0905339086717303,0.155899100956399,0,1,1
"variant_YHR007C_981_guide_chrVIII_-_120698",36652.6192303076,-0.0402162236787105,0.0313489992666108,0,1,1
"variant_YGL084C_69_guide_chrVII_+_352229",11599.3965085868,-0.102450855691514,0.0383055976704426,0,1,1
"variant_YDR464W_2619_guide_chrIV_+_1391487",24266.5492385851,0.127775766265088,0.0318129300855611,0,1,1
"variant_YDR021W_438_guide_chrIV_-_487242",14916.6474304919,0.0742126723761307,0.0403406312637863,0,1,1
"variant_YPL160W_783_guide_chrXVI_+_247773",2656.03208863182,0.109244805317604,0.062989252832546,0,1,1
"variant_YIL075C_1059_guide_chrIX_-_219641",3168.67833237893,0.154012129707265,0.0652486339781668,0,1,1
"variant_YER061C_873_guide_chrV_+_278752",3863.73517761876,0.366456790010502,0.0565179900297338,0,1,1
"variant_YGL097W_543_guide_chrVII_+_322326",84066.7426530385,0.253752440010319,0.0265090689904584,0,1,1
"variant_YCL043C_159_guide_chrIII_-_50064",105864.675163066,0.0923666197829517,0.0248831984309049,0,1,1
"variant_YDR050C_579_guide_chrIV_+_555886",14879.4785479829,-0.0234253331443047,0.0336175524113553,0,1,1
"variant_YGL163C_63_guide_chrVII_-_196342",10299.0686137729,0.360627706142273,0.0381389448029849,0,1,1
"variant_YAL002W_618_guide_chrI_+_144321",31250.5225055669,-0.152413161431805,0.0319030163442212,0,1,1
"neutral_YLR234W_1773_guide_chrXII_-_611563",25346.903495287,0.0891797954320387,0.0293687897075844,0,1,1
"variant_YJR064W_1065_guide_chrX_-_556982",7807.5780710567,-0.17058561435847,0.0438878132303183,0,1,1
"variant_YDR188W_528_guide_chrIV_+_836946",245776.147076549,-0.0311365821976292,0.0250066045682638,0,1,1
"variant_YDL060W_2313_guide_chrIV_-_343938",13214.5905763891,0.27437138961596,0.0371343329950301,0,1,1
"variant_YPL252C_108_guide_chrXVI_+_73772",11092.4635794255,0.198597376595196,0.0511867655032446,0,1,1
"variant_YMR043W_738_guide_chrXIII_-_354613",142226.464940158,0.333393868714243,0.0315530407720462,0,1,1
"variant_YOR122C_318_guide_chrXV_+_552353",49815.9627283187,0.138700800631153,0.0282989194082485,0,1,1
"neutral_YKL192C_27_guide_chrXI_-_80506",35315.812425799,0.486771497373279,0.0309160457785493,0,1,1
"variant_YLR055C_1443_guide_chrXII_-_251637",44407.5682535157,0.273849661712687,0.0291302840753903,0,1,1
"variant_YLR259C_1512_guide_chrXII_+_663483",10575.0818104665,0.0699437056783082,0.0373196045575246,0,1,1
"neutral_YDR190C_471_guide_chrIV_-_841522",33631.4151399735,-0.224134295918375,0.029323447044049,0,1,1
"variant_YLR430W_1623_guide_chrXII_+_995054",65796.4851905051,0.0174778056514097,0.0305224849142656,0,1,1
"variant_YPR107C_135_guide_chrXVI_-_741924",676.657083315535,-0.13010271629406,0.115352114388088,0,1,1
"variant_YGR147C_123_guide_chrVII_-_786797",50979.216745545,-0.0605918471281235,0.0255846403119892,0,1,1
"neutral_YDR328C_174_guide_chrIV_+_1125845",81628.5132997105,0.0796978210683678,0.0286368932640227,0,1,1
"neutral_YPL217C_2907_guide_chrXVI_-_140266",11947.9271137915,0.00389713179478091,0.0358770597636568,0,1,1
"neutral_YDL081C_204_guide_chrIV_+_309915",4096.92247137799,0.452165797754549,0.0637586825828106,0,1,1
"variant_YER043C_1053_guide_chrV_-_236061",61359.7042448273,0.0716464004284979,0.028372059664434,0,1,1
"neutral_YOR232W_525_guide_chrXV_-_775097",6329.83858093087,-0.0453947093182061,0.0430318534251641,0,1,1
"variant_YDL103C_345_guide_chrIV_-_276239",44400.479874467,0.152605559498698,0.0330369602542114,0,1,1
"variant_YFL022C_1155_guide_chrVI_-_93857",13331.9612825127,0.135041469623725,0.0421001059590496,0,1,1
"variant_YMR307W_1491_guide_chrXIII_+_888490",26267.7517695746,-0.239496839460986,0.0352585392949235,0,1,1
"variant_YER025W_147_guide_chrV_+_205402",14687.0639516324,-0.017960097623449,0.0408109259818261,0,1,1
"variant_YNL106C_612_guide_chrXIV_+_423878",11537.3371675871,-0.150860383267802,0.0366595571193281,0,1,1
"variant_YIL147C_1137_guide_chrIX_+_72313",15927.1122749679,-0.0162475824224485,0.0375527047553108,0,1,1
"variant_YJL034W_42_guide_chrX_+_381372",16806.7437707738,-0.0100239170004965,0.0322426871048574,0,1,1
"variant_YLL034C_840_guide_chrXII_-_72308",4377.2698566706,-0.0579830965318293,0.0550523679623025,0,1,1
"variant_YJL026W_792_guide_chrX_-_393196",4928.18974237459,-0.102727309938686,0.0488450893064389,0,1,1
"neutral_YPR048W_36_guide_chrXVI_+_659222",42954.6440409731,0.265379686296744,0.0309966762160575,0,1,1
"variant_YLR055C_1005_guide_chrXII_-_252071",3287.27523605732,-0.200732120241585,0.0569034862744495,0,1,1
"variant_YKR002W_159_guide_chrXI_+_443394",12049.6668087973,-0.208037897014369,0.0460831948882149,0,1,1
"neutral_YHR068W_399_guide_chrVIII_+_232536",4532.41420257079,0.0799321022497356,0.0569499617846806,0,1,1
"neutral_YIR012W_213_guide_chrIX_-_378706",42925.4384163547,0.225094280242304,0.031813325046447,0,1,1
"variant_YNL112W_1608_guide_chrXIV_+_416248",10509.0107001734,0.0465381586976214,0.036929845663803,0,1,1
"neutral_YLL002W_102_guide_chrXII_-_146396",1434.61346215784,-0.00740890322705184,0.0934341770940465,0,1,1
"variant_YIL115C_1593_guide_chrIX_+_147109",1166.5524253421,0.356858710932949,0.0985157516692964,0,1,1
"variant_YDR334W_2613_guide_chrIV_-_1138552",1137.18267651315,0.0871768582087027,0.0928903687505187,0,1,1
"variant_YLR167W_375_guide_chrXII_+_499326",43558.7411789804,-0.000535362005693773,0.0263214859659771,0,1,1
"variant_YOR335C_2019_guide_chrXV_+_947083",21539.6502470598,0.200299484498243,0.0295573921998327,0,1,1
"neutral_YOR168W_1233_guide_chrXV_-_650535",5646.26170619797,-0.180704922349571,0.0505474481011599,0,1,1
"variant_YCR012W_486_guide_chrIII_+_138233",10360.9902038856,-0.00642549532091811,0.0436432189809143,0,1,1
"variant_YDR062W_1107_guide_chrIV_+_577582",134339.441168926,0.159166259396685,0.0244149670654754,0,1,1
"neutral_YGR274C_2277_guide_chrVII_+_1040810",2781.99431598896,0.14901145022156,0.0636988884222897,0,1,1
"variant_YDR088C_141_guide_chrIV_+_619497",6297.66407830866,-0.0988843683745812,0.046570188627178,0,1,1
"neutral_YML102W_1278_guide_chrXIII_+_69572",46919.3640227611,0.213184222315589,0.0321932848405289,0,1,1
"neutral_YMR131C_1149_guide_chrXIII_-_533550",11797.3435118275,0.0629442038355174,0.042912063847766,0,1,1
"variant_YDR047W_489_guide_chrIV_+_552350",1631.66050313894,0.235501818599975,0.0791458861794884,0,1,1
"variant_YPR175W_1491_guide_chrXVI_+_890461",7411.34147272435,0.151343209999532,0.0600423010023056,0,1,1
"variant_YGL120C_807_guide_chrVII_+_283130",16522.54330202,0.0930633351350555,0.0332511876910642,0,1,1
"variant_YGL225W_18_guide_chrVII_+_76916",12892.7517306679,0.0391208146075808,0.039423373301733,0,1,1
"variant_YDL020C_348_guide_chrIV_+_416358",24804.8310288275,0.0464768044410899,0.0303382261767532,0,1,1
"neutral_YMR146C_903_guide_chrXIII_-_557617",44006.9134326472,0.10010650691371,0.0296053511180037,0,1,1
"variant_YDR369C_1116_guide_chrIV_-_1216462",3569.42265512637,-0.384020423231107,0.0689099943757469,0,1,1
"variant_YNL132W_87_guide_chrXIV_+_375405",29853.3039612844,-0.0451916556476961,0.0289837398578549,0,1,1
